,0,1,2,3,4
1,20,1.6,16200,11706677.0
2,19,1.6,16200,11285858.0
3,21,1.6,16200,10944194.0
4,19,1.6,16800,10275912.0
5,18,1.6,16800,9637094.0
6,37,0.8,19200,9306242.0
7,22,1.6,16200,8928576.0
8,26,0.8,22000,8923299.0
9,36,0.8,19200,8895626.0
10,42,0.8,15400,8860056.0
11,53,0.8,15800,8608213.0
12,43,0.8,15400,8577256.0
13,54,0.8,16000,8544849.0
14,52,0.8,15800,8455602.0
15,10,0.8,16600,8398971.0
16,49,0.8,16600,8364418.0
17,41,0.8,15400,8276472.0
18,56,0.8,15800,8263679.0
19,55,0.8,16400,8206328.0
20,21,1.6,19800,8155586.0
21,22,1.6,19800,8145966.0
22,23,1.6,19800,8138406.0
23,34,1.6,14200,8123528.0
24,59,0.8,15800,8084237.0
25,10,0.8,14400,8031938.0
26,19,1.6,17800,8028054.0
27,42,0.8,17600,8015985.0
28,44,0.8,17600,7988750.0
29,20,1.6,19800,7987682.0
30,46,0.8,17600,7973706.0
31,49,0.8,15000,7967624.0
32,54,0.8,15800,7948547.0
33,48,0.8,16600,7936750.0
34,47,0.8,17600,7936122.0
35,45,0.8,15000,7898264.0
36,54,0.8,16400,7898020.0
37,49,0.8,16400,7871204.0
38,45,0.8,17600,7848757.0
39,36,0.8,19600,7795736.0
40,48,0.8,16400,7724688.0
41,43,0.8,17600,7719458.0
42,48,0.8,17600,7672214.0
43,48,0.8,15000,7650478.0
44,27,0.8,24200,7546656.0
45,44,0.8,15400,7544746.0
46,47,0.8,15000,7534000.4
47,35,0.8,19200,7438978.0
48,34,0.8,20400,7426333.0
49,13,0.8,14800,7410786.0
50,53,0.8,14400,7383389.0
51,17,1.6,17800,7365038.0
52,18,1.6,17800,7365038.0
53,35,0.8,19600,7354201.0
54,54,0.8,15000,7332846.0
55,11,0.4,12400,7311817.7
56,11,0.8,14400,7304972.0
57,51,0.8,15800,7290367.0
58,53,0.8,15000,7286668.800000001
59,53,0.8,16600,7282282.0
60,52,0.8,16600,7274814.0
61,44,0.8,15000,7271828.0
62,46,0.8,15000,7255210.4
63,18,1.6,17000,7252910.0
64,34,0.8,19200,7240306.0
65,20,1.6,16800,7231910.0
66,32,1.6,14400,7196500.0
67,47,0.8,16600,7146666.0
68,14,1.6,20400,7144729.800000001
69,47,0.8,15400,7144110.0
70,54,0.8,16600,7140132.0
71,38,0.8,17600,7119045.0
72,33,0.8,20400,7099616.0
73,58,0.8,15400,7082875.0
74,58,0.8,15800,7070086.0
75,41,0.8,16800,7062602.0
76,53,0.8,16000,7047132.0
77,15,1.6,18200,6997608.0
78,17,1.6,18200,6994732.0
79,18,1.6,18200,6994732.0
80,55,0.8,15800,6952589.0
81,48,0.8,15400,6928023.199999999
82,24,0.8,24200,6927563.0
83,37,1.6,14200,6918568.0
84,50,0.8,16400,6900124.0
85,31,1.6,14400,6898098.0
86,12,0.8,13800,6880141.0
87,12,0.8,14800,6875988.0
88,59,0.8,15400,6872024.7
89,36,1.6,14200,6851696.0
90,56,0.8,16400,6811608.2
91,40,0.8,16800,6801385.6
92,39,1.6,13800,6794428.0
93,53,0.8,16400,6786330.0
94,49,0.8,15400,6784448.0
95,19,1.6,18200,6780612.0
96,55,0.8,15400,6768755.0
97,26,0.8,21600,6765645.0
98,41,0.8,17600,6764016.0
99,23,0.8,24200,6762007.0
100,44,0.8,15600,6760994.0
101,54,0.8,14400,6754834.0
102,15,0.8,16600,6747356.0
103,19,1.6,17000,6727036.0
104,16,1.6,17800,6723457.6
105,53,0.8,14600,6707194.0
106,57,0.8,15400,6701798.0
107,58,0.8,14600,6679122.0
108,54,0.8,14600,6676096.0
109,39,0.8,19200,6665986.0
110,54,0.8,15400,6663233.0
111,38,0.8,19200,6658074.0
112,10,0.8,14200,6647471.0
113,59,0.8,14600,6645533.0
114,55,0.8,14200,6640413.0
115,46,0.8,15400,6626852.0
116,50,0.8,14800,6622048.0
117,55,0.8,14800,6621996.0
118,53,0.8,14800,6619476.800000001
119,39,0.8,17800,6615012.0
120,16,1.6,18200,6608176.0
121,57,0.8,15800,6607189.0
122,34,0.8,19000,6590393.0
123,51,0.8,14400,6583135.0
124,18,1.6,16200,6577810.0
125,56,0.8,15400,6567913.0
126,48,0.8,15200,6561424.0
127,40,0.8,19200,6552050.0
128,55,0.8,14600,6546952.800000001
129,20,1.6,17800,6534234.0
130,57,0.8,16400,6523954.0
131,50,0.8,16600,6517270.0
132,52,0.8,14400,6500279.0
133,43,0.8,16800,6496718.0
134,59,0.8,13600,6492098.0
135,37,0.8,17600,6491308.2
136,54,0.8,14200,6491208.0
137,11,0.8,14200,6467236.0
138,57,0.8,14200,6465223.0
139,32,0.8,20400,6450360.0
140,16,1.6,23200,6440380.0
141,49,0.8,15800,6424672.0
142,52,0.8,16400,6422630.0
143,35,0.8,19000,6420425.0
144,39,0.8,15800,6418045.0
145,18,1.6,10400,6411550.0
146,57,0.8,14800,6406899.0
147,56,0.8,15000,6405132.0
148,36,1.6,14400,6403268.199999999
149,58,0.8,14800,6402459.0
150,30,0.8,21000,6398502.0
151,10,0.8,15000,6388660.0
152,33,1.6,14400,6383539.0
153,38,0.8,17400,6375079.0
154,46,0.8,16800,6373474.0
155,26,0.8,24200,6372070.0
156,20,1.6,21200,6365570.0
157,45,0.8,16800,6361770.0
158,40,0.8,15800,6361268.0
159,51,0.8,16600,6356882.0
160,18,1.6,20200,6349910.0
161,12,1.4,11000,6336582.0
162,56,0.8,14800,6327231.0
163,52,0.8,14800,6321424.6
164,42,1.6,13000,6306731.0
165,42,0.8,16800,6305258.0
166,41,1.6,13000,6301981.0
167,50,0.8,15000,6298750.0
168,33,0.8,21200,6293411.0
169,52,1.6,12800,6286103.0
170,51,1.6,12800,6283323.0
171,50,1.6,12800,6280624.0
172,58,0.8,14200,6268024.0
173,48,0.8,15800,6265408.0
174,58,0.8,16400,6251170.0
175,52,0.8,16000,6248062.0
176,25,0.8,24200,6247464.8
177,19,1.6,20200,6247390.0
178,53,0.8,15400,6247294.0
179,44,0.8,16800,6233364.0
180,52,0.8,15600,6229700.6
